ログID,ユーザーID,アプリ名,フォルダ名,ファイル名/画面タイトル,操作種別,手動キー入力回数,手動入力時間(秒),コピー＆ペースト回数,所要時間(秒),待機/アイドル時間(秒),ウィンドウ切替回数,CPU使用率(%),メモリ使用量(MB),ブラウザタブ数,処理済フラグ,ログ受信日時,クリック数,スクロール数,マウス移動距離(px)
28261,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,46.5,31745.01953125,0,0,2026-08-08 09:19:52,0,0,0
28260,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,41.7,31738.30078125,0,0,2026-08-08 09:19:42,0,0,0
28259,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,53.4,31646.92578125,0,0,2026-08-08 09:19:42,0,0,0
28258,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,46.2,31737.76171875,0,0,2026-08-08 09:19:32,0,0,0
28257,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,63.6,31766.0,0,0,2026-08-08 09:19:31,0,0,0
28256,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,51.2,31703.828125,0,0,2026-08-08 09:19:21,0,0,0
28255,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,73.5,31634.0078125,0,0,2026-08-08 09:19:21,0,0,0
28254,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,59.4,31642.28515625,0,0,2026-08-08 09:19:10,0,0,0
28253,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,64.1,31734.58203125,0,0,2026-08-08 09:19:10,0,0,0
28252,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,81.0,31608.484375,0,0,2026-08-08 09:19:00,0,0,0
28251,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,49.8,31788.8125,0,0,2026-08-08 09:19:00,0,0,0
28250,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,47.6,31758.44140625,0,0,2026-08-08 09:18:49,0,0,0
28249,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,48.7,31754.79296875,0,0,2026-08-08 09:18:49,0,0,0
28248,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,54.1,31735.85546875,0,0,2026-08-08 09:18:38,0,0,0
28247,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,55.1,31689.12109375,0,0,2026-08-08 09:18:38,0,0,0
28246,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.6,31602.22265625,0,0,2026-08-08 09:18:28,0,0,0
28245,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,56.1,31635.74609375,0,0,2026-08-08 09:18:28,0,0,0
28244,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,45.4,31571.83984375,0,0,2026-08-08 09:18:27,0,0,0
28243,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,46.8,31582.359375,0,0,2026-08-08 09:18:17,0,0,0
28242,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,39.2,31474.5,0,0,2026-08-08 09:18:17,0,0,0
28241,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,37.6,31454.84375,0,0,2026-08-08 09:18:06,0,0,0
28240,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,55.1,31431.65625,0,0,2026-08-08 09:18:06,0,0,0
28239,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,84.3,31649.51171875,0,0,2026-08-08 09:17:56,0,0,0
28238,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,44.6,31713.55078125,0,0,2026-08-08 09:17:56,0,0,0
28237,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,63.0,31548.578125,0,0,2026-08-08 09:17:45,0,0,0
